School_ID,Short_Name,Year,Rating_Status,Graduation_Rate_School,School_Type,College_Enrollment_Rate_School,Dimension_1,Dimension_2
609908,ESMOND,2016-2017,Good Standing,,Neighborhood,,-1.0650885261370493,0.7040977623988446
609708,FOREMAN HS,2016-2017,Intensive Support,65.2,Neighborhood,44.6,0.34012208115928794,-2.067278649287665
609910,FALCONER,2016-2017,Good Standing,,Neighborhood,,2.698563136377431,-1.7227532135989176
609836,CANTY,2016-2017,Good Standing,,Neighborhood,,1.4366074834615148,-0.4873015781471997
610059,MAYER,2016-2017,Good Standing,,Magnet,,0.6994324685004529,0.10456547036371207
400137,LITTLE BLACK PEARL HS,2016-2017,Good Standing,,Charter,66.7,-1.0897570776219014,1.048196142356081
609891,DOOLITTLE,2016-2017,Intensive Support,,Neighborhood,,-1.2041336363014572,0.7028847802412254
609987,HENDRICKS,2016-2017,Good Standing,,Neighborhood,,-1.1476242942289905,0.5807757274907566
609969,HARTE,2016-2017,Good Standing,,Neighborhood,,-0.9883074062576991,0.6957175198423258
610102,OGLESBY,2016-2017,Intensive Support,,Neighborhood,,-0.7018772227608006,1.162900227774829
610077,MORRILL,2016-2017,Good Standing,,Neighborhood,,0.45754065433869184,-0.15859711806928262
609782,AUDUBON,2016-2017,Good Standing,,Neighborhood,,0.15903529577092773,-0.06379001197315891
610177,SKINNER,2016-2017,Good Standing,,Classical,,1.60807555136444,0.8562155364270387
610136,PRESCOTT,2016-2017,Good Standing,,Neighborhood,,-0.3248883419536983,0.04573413621319655
610194,SUMNER,2016-2017,Good Standing,,Neighborhood,,-1.106525566380594,0.7166055847282533
609968,MCAULIFFE,2016-2017,Provisional Support,,Neighborhood,,0.8995755776997382,-0.9621407148616158
610110,WELLS ES,2016-2017,Good Standing,,Small,,-0.7892269607649324,0.8471481879803877
609726,BROOKS HS,2016-2017,Good Standing,93.4,Selective enrollment,85.1,1.8447983871416171,3.9927332952021843
609709,GAGE PARK HS,2016-2017,Intensive Support,68.7,Neighborhood,21.8,-2.088640093163218,-2.5812720864199945
609804,BOONE,2016-2017,Good Standing,,Neighborhood,,1.8500032209160746,-0.38538237782419177
609904,ELLINGTON,2016-2017,Good Standing,,Neighborhood,,-0.5221476319130789,1.1165941633686132
610499,COLLINS HS,2016-2017,Intensive Support,58.9,Small,41.2,-2.1501369723344133,-1.4547290722100117
609928,FULLER,2016-2017,Intensive Support,,Neighborhood,,-0.9812529459476775,0.8857917127219644
609994,HIBBARD,2016-2017,Good Standing,,Neighborhood,,2.042111685281004,-1.151670228496612
609716,KELVYN PARK HS,2016-2017,Intensive Support,69.8,Neighborhood,36.2,-1.0271616460548405,-2.2457837977797066
609796,BEAUBIEN,2016-2017,Good Standing,,Regional gifted center,,2.4464854893413457,-0.4985265751962794
609797,BEIDLER,2016-2017,Provisional Support,,Neighborhood,,-0.7934491967607062,1.0514137402664088
609788,BARNARD,2016-2017,Good Standing,,Neighborhood,,-1.0305005991259621,0.7844209793023665
609746,KENWOOD HS,2016-2017,Good Standing,84.6,Neighborhood,78.3,3.0807312038634165,4.848516830501894
610355,COURTENAY,2016-2017,Good Standing,,Small,,-0.4830824197689442,0.3058789511442567
610127,PETERSON,2016-2017,Good Standing,,Neighborhood,,2.0262447384934226,-0.3450660139692177
609704,FARRAGUT HS,2016-2017,Intensive Support,65.3,Neighborhood,37.8,0.01307120893535288,-2.8274751602014043
610201,THORP O,2016-2017,Good Standing,,Magnet,,1.1166919849383727,-0.38007475015173436
609839,CARROLL,2016-2017,Good Standing,,Neighborhood,,-0.7613877731946017,0.9701304212560066
610148,CHAVEZ,2016-2017,Good Standing,,Neighborhood,,1.9237981558682267,-1.4413542395904568
610274,JOHNSON,2016-2017,Intensive Support,,Neighborhood,,-0.8455902504070234,0.9416394903967807
609779,ARMSTRONG G,2016-2017,Good Standing,,Neighborhood,,3.884455689449111,-0.12301833968668986
609964,HAMLINE,2016-2017,Intensive Support,,Neighborhood,,0.14188969070994367,-0.6376570757164862
610132,POE,2016-2017,Good Standing,,Classical,,-1.343686201879462,0.546944477772417
609981,HEARST,2016-2017,Good Standing,,Neighborhood,,-0.5576220943207646,0.04008488277077453
610405,SUDER,2016-2017,Good Standing,,Magnet,,-0.6473838802799838,0.5391494318211446
609978,SMITH,2016-2017,Intensive Support,,Neighborhood,,-1.0056960320307868,0.8805707568197493
400147,CAMELOT - EXCEL HS,2016-2017,Provisional Support,,Citywide-Option,7.5,-2.7081137742784933,-2.059145226842469
609884,DEVER,2016-2017,Good Standing,,Neighborhood,,1.1416125406134596,-0.5359284466053621
610054,MARSH,2016-2017,Good Standing,,Neighborhood,,1.005256049044042,-0.9430098834584061
609927,FOSTER PARK,2016-2017,Good Standing,,Neighborhood,,-0.8900464715392689,0.8376298151851124
610200,THORP J,2016-2017,Intensive Support,,Neighborhood,,-0.9834718449653042,0.5277752119504816
609876,DAVIS N,2016-2017,Good Standing,,Neighborhood,,1.0786135474809453,-1.0676352729453236
609815,BOUCHET,2016-2017,Good Standing,,Neighborhood,,-0.2635888906116499,1.3836261416638787
609713,HYDE PARK HS,2016-2017,Intensive Support,53.6,Neighborhood,47.7,-0.6118597426074759,-0.17507833597264671
610009,GALILEO,2016-2017,Good Standing,,Magnet,,0.03549652861492793,-0.12904271819538393
610032,GREEN,2016-2017,Good Standing,,Neighborhood,,-0.8839490799055066,0.870791232125495
610542,WEST RIDGE,2016-2017,Good Standing,,Neighborhood,,2.103947802717075,-0.1356182123366362
609834,LITTLE VILLAGE,2016-2017,Good Standing,,Neighborhood,,1.2696000430209307,-1.221465542131708
610212,ALBANY PARK,2016-2017,Good Standing,,Neighborhood,,-0.5605447056321248,-0.24586548230382493
609975,HAY,2016-2017,Good Standing,,Neighborhood,,-0.7578727936603568,0.749818141173001
609723,MARSHALL HS,2016-2017,Intensive Support,57.7,Neighborhood,43.8,-1.8822271250471607,-1.2017508607183653
609707,ROBESON HS,2016-2017,Intensive Support,39.4,Neighborhood,46.4,-2.785282648883576,-2.58961410107048
609985,HEFFERAN,2016-2017,Good Standing,,Neighborhood,,-0.9058945665966035,0.8449084670810422
610081,SHERIDAN,2016-2017,Good Standing,,Magnet,,0.5191237013417486,0.21039779148134335
610206,TWAIN,2016-2017,Good Standing,,Neighborhood,,2.5367901982900927,-1.5169169353748664
610116,PARKSIDE,2016-2017,Provisional Support,,Neighborhood,,-1.2668349518229987,0.6509187991598926
609875,DARWIN,2016-2017,Good Standing,,Neighborhood,,0.1298565764109914,-0.5432539235210111
610229,PRITZKER,2016-2017,Good Standing,,Regional gifted center,,0.48621817668106615,0.17197107637204884
609921,TELPOCHCALLI,2016-2017,Good Standing,,Neighborhood,,-0.6839298199188819,-0.32472590577001786
610305,LELAND,2016-2017,Good Standing,,Neighborhood,,-0.7438102202613655,0.9767368288711751
609979,HEALY,2016-2017,Good Standing,,Neighborhood,,6.000511547580612,-0.21467706732972108
609807,HAMPTON,2016-2017,Good Standing,,Neighborhood,,-0.05499341513530827,0.11374630061141185
609950,ORTIZ DE DOMINGUEZ,2016-2017,Good Standing,,Neighborhood,,0.21880638033741678,-0.7631553828087095
610363,DISNEY,2016-2017,Good Standing,,Magnet,,3.098882164918258,1.023836205200167
609991,HERZL,2016-2017,Intensive Support,,Neighborhood,,-0.4530757417259174,1.239554152779539
609820,BURLEY,2016-2017,Good Standing,,Neighborhood,,0.03705493622758407,0.0031401610679674483
610228,WHITTIER,2016-2017,Provisional Support,,Neighborhood,,-0.9505079888985648,-0.23208606132552664
609959,HAINES,2016-2017,Good Standing,,Neighborhood,,2.127417857810803,0.4382529829709449
609769,GRAHAM HS,2016-2017,Good Standing,,Special Education,3.7,-3.0028054127276036,-2.7751313426229025
610090,MURRAY,2016-2017,Good Standing,,Magnet,,-0.6710362039621907,1.1494131538257206
609907,ERICSON,2016-2017,Good Standing,,Magnet,,-0.6115306979216016,1.0647854637283083
610319,EVERGREEN,2016-2017,Good Standing,,Neighborhood,,-0.4864304008445332,-0.3746814065640967
609832,BYRNE,2016-2017,Good Standing,,Neighborhood,,0.6492211746423607,-0.572637036503817
610057,FAIRFIELD,2016-2017,Provisional Support,,Neighborhood,,0.19076365311574203,-0.37105995785323775
610196,SWIFT,2016-2017,Good Standing,,Neighborhood,,0.9340722912549676,0.17595759151768056
609954,GREGORY,2016-2017,Good Standing,,Neighborhood,,-0.9021917052540304,0.8505906970148818
609837,CARNEGIE,2016-2017,Good Standing,,Regional gifted center,,-0.2916955017610977,1.4562901062012295
609741,HUBBARD HS,2016-2017,Good Standing,82.9,Neighborhood,56.2,5.154481981990481,-2.2827811435342364
610182,SOLOMON,2016-2017,Good Standing,,Neighborhood,,-0.1886455000607768,0.10718590165334461
609733,SULLIVAN HS,2016-2017,Provisional Support,64.0,Neighborhood,51.5,0.2939616568069693,-0.8451558565400298
610088,MOZART,2016-2017,Good Standing,,Neighborhood,,0.7132593018139797,-0.8876746254899712
609729,SCHURZ HS,2016-2017,Provisional Support,72.5,Neighborhood,50.1,4.383274302348323,-2.7781045225226952
610304,PHOENIX MILITARY HS,2016-2017,Good Standing,91.5,Military academy,45.2,0.1656473093714524,-0.34977225498241266
610074,MONROE,2016-2017,Good Standing,,Neighborhood,,1.4265759415355752,-1.199158203469982
610073,MITCHELL,2016-2017,Good Standing,,Neighborhood,,-0.3847052789948772,-0.07303337138703696
610155,SAUGANASH,2016-2017,Good Standing,,Neighborhood,,0.5746722448733437,-0.014789587310445097
609719,LAKE VIEW HS,2016-2017,Good Standing,91.2,Neighborhood,65.7,4.040533060249287,-0.09805934037890247
610323,BOWEN HS,2016-2017,Good Standing,63.7,Small,49.4,-1.5035600731858858,-0.8424205800779603
610055,FARADAY,2016-2017,Good Standing,,Neighborhood,,-1.0638462835656473,0.7138731465239128
609922,BELMONT-CRAGIN,2016-2017,Good Standing,,Small,,0.22010653752939435,-0.6821622156700045
610062,MCCLELLAN,2016-2017,Good Standing,,Neighborhood,,-0.6076764486624668,0.2296776581865355
610521,DAVIS M,2016-2017,Good Standing,,Magnet,,-1.0901564295381443,0.6001652417613899
610539,CAMRAS,2016-2017,Good Standing,,Neighborhood,,1.81076963509212,-1.2936960726619329
609676,DUNBAR HS,2016-2017,Intensive Support,71.5,Career academy,43.5,-1.2813790383957364,-0.19081956978207987
609819,BURKE,2016-2017,Intensive Support,,Neighborhood,,-0.8580452259769202,1.0372187225820106
610385,MULTICULTURAL HS,2016-2017,Good Standing,80.9,Small,41.0,-1.2905869800422762,-0.9629053041978368
609794,EDISON,2016-2017,Good Standing,,Regional gifted center,,-0.8119003313712667,0.14185398640550256
610017,SAUCEDO,2016-2017,Good Standing,,Magnet,,2.1031754855394196,-1.528410551488538
610172,SHERMAN,2016-2017,Good Standing,,Neighborhood,,-1.100799467219888,0.5778837423254126
610092,NASH,2016-2017,Good Standing,,Neighborhood,,-1.0539916273307912,0.6517271265977052
609762,JULIAN HS,2016-2017,Intensive Support,74.4,Neighborhood,40.4,-1.1938298203284907,-0.04420648035559016
610106,PICCOLO,2016-2017,Intensive Support,,Neighborhood,,-9.344265815613984e-05,0.22586893582430717
609773,AGASSIZ,2016-2017,Good Standing,,Neighborhood,,-0.2799615607352544,0.11270627232323278
609753,CHICAGO AGRICULTURE HS,2016-2017,Good Standing,74.7,Magnet,79.8,0.9723053892423958,1.6283856470428593
609943,OWENS,2016-2017,Intensive Support,,Neighborhood,,-0.9333666972793657,0.8970370935460623
609698,BOGAN HS,2016-2017,Provisional Support,75.7,Neighborhood,54.6,0.46874819524246614,0.013540808556788561
610325,LOGANDALE,2016-2017,Good Standing,,Neighborhood,,0.9506700346625705,-0.9253041966569798
610534,SKINNER NORTH,2016-2017,Good Standing,,Classical,,0.008252011597792638,0.275358852590058
610076,MOOS,2016-2017,Good Standing,,Neighborhood,,-0.06278511622578836,-0.3953986066052859
610046,LYON,2016-2017,Good Standing,,Neighborhood,,3.759814779935202,-2.0998500848454915
609744,NORTHSIDE LEARNING HS,2016-2017,Good Standing,3.1,Special Education,0.0,-4.460854473350376,-7.809251072430198
610231,NATIONAL TEACHERS,2016-2017,Good Standing,,Neighborhood,,0.10592100057468978,1.2503925442092054
610036,LEWIS,2016-2017,Intensive Support,,Neighborhood,,-0.5856834425733306,0.6430095178478666
609898,EBERHART,2016-2017,Good Standing,,Neighborhood,,3.53930498469479,-2.094667501375252
610350,BLACK,2016-2017,Good Standing,,Magnet,,-0.743838159385273,1.0610427600911343
610334,RABY HS,2016-2017,Intensive Support,73.4,Small,51.1,-1.1528368863865532,0.1660663246766169
610238,BOND,2016-2017,Good Standing,,Neighborhood,,-1.030691739545289,0.7113032161477492
610040,LLOYD,2016-2017,Good Standing,,Neighborhood,,2.304723852943232,-1.6084331419452136
610124,WASHINGTON H ES,2016-2017,Good Standing,,Neighborhood,,-0.9790564788404887,0.7968795465840991
610027,KIPLING,2016-2017,Good Standing,,Neighborhood,,-1.0241014762798013,0.7511142576752248
609772,ADDAMS,2016-2017,Good Standing,,Neighborhood,,0.9324071914823625,-1.0344451721085552
610276,MOLLISON,2016-2017,Intensive Support,,Neighborhood,,-1.074262744763367,0.8288399016751546
610120,PECK,2016-2017,Good Standing,,Neighborhood,,1.6731525582478886,-1.3946153673877926
609694,HANCOCK HS,2016-2017,Good Standing,84.6,Selective enrollment,58.3,2.165867081117217,-1.0064193649601105
609739,WASHINGTON HS,2016-2017,Good Standing,72.2,Neighborhood,54.9,3.520432150215938,-2.4681691776431
610315,WHITE,2016-2017,Intensive Support,,Neighborhood,,-1.493314674010308,0.4662758746574516
610271,JENSEN,2016-2017,Provisional Support,,Magnet,,-0.8183832448938062,1.0023874875370402
609766,VAUGHN HS,2016-2017,Good Standing,27.8,Special Education,10.8,-3.540768595036784,-5.7228900982035364
609732,STEINMETZ HS,2016-2017,Intensive Support,71.3,Neighborhood,47.4,2.4356463996182827,-2.1342924214642887
609960,HALE,2016-2017,Good Standing,,Neighborhood,,1.6855327678972485,-1.019638247855392
610094,NETTELHORST,2016-2017,Good Standing,,Neighborhood,,0.8554769962506155,0.1767626224561113
610220,WATERS,2016-2017,Good Standing,,Neighborhood,,0.4281804848570841,-0.2088490895047582
610139,PULLMAN,2016-2017,Good Standing,,Neighborhood,,-0.7383361109399954,0.687066710185927
610242,BRENNEMANN,2016-2017,Good Standing,,Neighborhood,,-0.4660370647907522,0.5499032134787093
610548,STEM,2016-2017,Good Standing,,Magnet,,-0.28675023847186204,0.3082599189516618
609885,DEWEY,2016-2017,Intensive Support,,Neighborhood,,-0.813151459590397,0.8972364774829598
610202,TILTON,2016-2017,Good Standing,,Neighborhood,,-1.0230617975274678,0.7118814478831764
609883,DENEEN,2016-2017,Good Standing,,Neighborhood,,-0.469050717460206,1.1520638699353627
610099,NORWOOD PARK,2016-2017,Good Standing,,Neighborhood,,-0.3148253666327538,-0.05817189781867364
609728,ROOSEVELT HS,2016-2017,Intensive Support,66.9,Neighborhood,38.0,1.5159335816310788,-2.701585866004617
610503,FRAZIER PROSPECTIVE,2016-2017,Good Standing,,Magnet,,-1.2676574254588038,0.5457696979647632
610239,DALEY,2016-2017,Good Standing,,Neighborhood,,0.47780715924282624,-0.6975435773776867
609938,GARY,2016-2017,Good Standing,,Neighborhood,,2.5913643074564545,-1.8001090999712197
400068,PLATO,2016-2017,Intensive Support,,Contract,,-0.9081762139847886,0.9390004584927497
610039,VON LINNE,2016-2017,Good Standing,,Neighborhood,,0.7125639793628513,-0.8236620153886255
610402,DEVRY HS,2016-2017,Good Standing,,Magnet,80.0,-0.2921328111046873,1.5655716226424516
610174,SHIELDS,2016-2017,Good Standing,,Neighborhood,,1.4362820791113347,-1.262187407563316
609887,DIXON,2016-2017,Good Standing,,Neighborhood,,-0.4988556069671746,1.312406362311427
610068,HANSON PARK,2016-2017,Good Standing,,Neighborhood,,3.9050906677881634,-2.318587026887889
610165,SCHUBERT,2016-2017,Good Standing,,Neighborhood,,1.0776072749231325,-1.0599662019127494
610381,BRONZEVILLE HS,2016-2017,Provisional Support,80.6,Small,65.5,-0.6782678920376056,1.4015510414831098
609693,WESTINGHOUSE HS,2016-2017,Good Standing,97.6,Selective enrollment,76.7,3.008333336616862,2.980773608467081
610053,MARQUETTE,2016-2017,Intensive Support,,Neighborhood,,2.0365967220184547,-0.29113016733692787
609993,LARA,2016-2017,Good Standing,,Neighborhood,,-0.07244846430710809,-0.5721261208737187
610523,EDISON PARK,2016-2017,Good Standing,,Neighborhood,,0.15416203330021683,-0.031063177342118716
610129,PICKARD,2016-2017,Good Standing,,Neighborhood,,-0.045371897157074514,-0.5877874714637646
609919,FISKE,2016-2017,Provisional Support,,Neighborhood,,-0.7673994990781788,1.1040281314329734
609809,BRENTANO,2016-2017,Good Standing,,Neighborhood,,-0.004166192641666719,-0.4371192611948882
609974,HAWTHORNE,2016-2017,Good Standing,,Magnet,,0.1073457773356859,0.06896645010225029
609712,HIRSCH HS,2016-2017,Intensive Support,36.1,Neighborhood,40.5,-3.041675535494251,-3.106291880429806
610051,NORTHWEST,2016-2017,Intensive Support,,Neighborhood,,0.01945902464159696,-0.6457216974319646
610015,JUNGMAN,2016-2017,Good Standing,,Neighborhood,,-0.7245890426364927,-0.18588492304266166
609945,GOUDY,2016-2017,Good Standing,,Neighborhood,,1.4033031398651603,0.14734913609771852
609768,HOPE HS,2016-2017,Intensive Support,71.4,Neighborhood,44.8,-2.1291615516679374,-0.8792001340247616
610219,WASHINGTON G ES,2016-2017,Good Standing,,Neighborhood,,1.4250327725901824,-1.1831294791159461
610298,LENART,2016-2017,Good Standing,,Regional gifted center,,-1.0123194598323002,0.526981799917089
610034,LAWNDALE,2016-2017,Intensive Support,,Neighborhood,,-1.2263569574627224,0.6796020352254122
609855,CHRISTOPHER,2016-2017,Good Standing,,Neighborhood,,-0.3560094062492409,-0.25841500491664793
609810,BRIDGE,2016-2017,Good Standing,,Neighborhood,,2.487247536886888,-0.9061499392473721
609963,HAMILTON,2016-2017,Good Standing,,Neighborhood,,-0.18054787337136013,0.06565908016904867
610176,SHOOP,2016-2017,Good Standing,,Neighborhood,,-0.6900998000479884,0.9695783710367833
610316,EARHART,2016-2017,Good Standing,,Neighborhood,,-1.2369586541025104,0.6289747982103745
610217,WARD J,2016-2017,Good Standing,,Neighborhood,,1.294745182727559,0.2683122981390717
610544,AZUELA,2016-2017,Good Standing,,Neighborhood,,1.5800894659744404,-1.3428407863460443
609725,MORGAN PARK HS,2016-2017,Good Standing,79.6,Neighborhood,66.8,1.6747107502649954,3.3740669583447045
609705,FENGER HS,2016-2017,Intensive Support,49.5,Neighborhood,29.0,-2.8112024195493475,-2.7285734967370523
610213,WADSWORTH,2016-2017,Good Standing,,Neighborhood,,-0.428561700280316,1.2082688098588166
609795,CLARK ES,2016-2017,Good Standing,,Neighborhood,,-1.0461682011935314,0.290310545709805
610041,LOCKE J,2016-2017,Good Standing,,Neighborhood,,3.346647209860128,-1.7942176852980574
609842,CARSON,2016-2017,Good Standing,,Neighborhood,,2.3622642381577776,-1.6553439663006917
609679,PROSSER HS,2016-2017,Good Standing,88.2,Career academy,66.4,3.922074895150818,-0.1957535864561319
609944,GRISSOM,2016-2017,Good Standing,,Neighborhood,,-0.5566177947765232,-0.2663523120043976
609897,EARLE,2016-2017,Intensive Support,,Neighborhood,,-0.8573832522398499,0.9182446663570911
610529,OGDEN HS,2016-2017,Good Standing,83.6,Neighborhood,72.6,1.5757226677025213,1.5563344737231726
610096,NIGHTINGALE,2016-2017,Good Standing,,Neighborhood,,2.999370005398569,-1.9847725534580711
610364,DUBOIS,2016-2017,Good Standing,,Neighborhood,,-1.1829858313724653,0.5918791889834322
610281,POWELL,2016-2017,Provisional Support,,Neighborhood,,-0.4128856380955961,1.353814968582328
610380,WILLIAMS HS,2016-2017,Good Standing,83.5,Small,74.7,-0.45186652976958797,1.9018073603852481
610547,SOUTH SHORE INTL HS,2016-2017,Good Standing,71.0,Selective enrollment,64.2,-0.10051551291189438,1.369221277428332
610532,HERNANDEZ,2016-2017,Good Standing,,Neighborhood,,2.179359849483179,-1.563635700609718
610383,SOCIAL JUSTICE HS,2016-2017,Good Standing,87.5,Small,56.6,-0.4546859286336235,0.2560368246741072
610191,STONE,2016-2017,Good Standing,,Magnet,,0.7015006320679417,0.24739329783423078
610137,PRUSSING,2016-2017,Good Standing,,Neighborhood,,1.144139006200056,-0.42132108286884823
609848,ALDRIDGE,2016-2017,Intensive Support,,Neighborhood,,-1.3743758831773578,0.5406893959459493
610279,TANNER,2016-2017,Good Standing,,Neighborhood,,-0.9145397351204738,0.8319418849414814
609808,HALEY,2016-2017,Good Standing,,Neighborhood,,-0.47004274432050575,1.2450519456116385
609939,GILLESPIE,2016-2017,Good Standing,,Neighborhood,,-0.5594190358348298,1.127830929147706
400043,HOPE INSTITUTE,2016-2017,Good Standing,,Contract,,-0.8362767044461037,0.7749851488496087
610268,ASHE,2016-2017,Intensive Support,,Neighborhood,,-1.1193540975315344,0.8116847307158952
609849,CASSELL,2016-2017,Good Standing,,Neighborhood,,-0.3796340922301032,0.09316014143650701
610138,PULASKI,2016-2017,Good Standing,,Neighborhood,,1.656675358048752,-1.0422511963231123
610067,MCKAY,2016-2017,Good Standing,,Neighborhood,,0.449175679292604,1.0949915674167177
609827,BURNSIDE,2016-2017,Good Standing,,Magnet,,-0.6899078864963002,1.1145840710493218
610098,NOBEL,2016-2017,Good Standing,,Neighborhood,,1.1067658923134214,-0.8467317086033462
609811,BRIGHT,2016-2017,Provisional Support,,Neighborhood,,-1.0315230623577407,0.42098401752070874
609850,GREELEY,2016-2017,Good Standing,,Neighborhood,,0.2954896464598359,-0.36720944301201147
610235,YOUNG ES,2016-2017,Good Standing,,Neighborhood,,0.2996732698601485,1.4153071154884602
610024,CARDENAS,2016-2017,Good Standing,,Neighborhood,,0.25151911477750566,-0.6991989615298496
609835,CAMERON,2016-2017,Good Standing,,Neighborhood,,0.936140021886327,-0.42053231678732794
400175,CAMELOT - EXCEL SOUTHSHORE HS,2016-2017,Good Standing,,Citywide-Option,8.3,-2.9698499017381192,-2.3870597872489796
610003,CUFFE,2016-2017,Good Standing,,Neighborhood,,-0.9741972600836661,0.771862865963237
609844,CARTER,2016-2017,Intensive Support,,Neighborhood,,-0.8281584993731705,1.0017722793899695
610225,WHISTLER,2016-2017,Good Standing,,Neighborhood,,-0.9266039490642294,0.8640249627724118
400091,CHICAGO TECH HS,2016-2017,Intensive Support,69.5,Contract,60.0,-1.2774591052825186,0.07254584675779648
610145,REINBERG,2016-2017,Good Standing,,Neighborhood,,1.2963804965330545,-0.8607718730064685
610559,SHIELDS MIDDLE,2016-2017,Good Standing,,Neighborhood,,0.6417792919913714,-0.8787034040499254
610209,VOLTA,2016-2017,Good Standing,,Neighborhood,,2.171704446851155,-0.7904938365549374
610108,OTOOLE,2016-2017,Provisional Support,,Neighborhood,,-0.93598503727669,0.771057664857852
609854,CHOPIN,2016-2017,Good Standing,,Neighborhood,,-0.26733554360657646,-0.17900537404845968
610504,THOMAS,2016-2017,Good Standing,,Neighborhood,,-1.2347017499072572,-0.061078878326659564
610089,MURPHY,2016-2017,Good Standing,,Neighborhood,,0.17459864019331273,-0.522599303147046
610048,MANIERRE,2016-2017,Provisional Support,,Neighborhood,,-0.9948060184197687,0.8630243319818378
610144,REILLY,2016-2017,Good Standing,,Neighborhood,,1.78569921042907,-1.3865141962210035
609971,HARVARD,2016-2017,Intensive Support,,Neighborhood,,-0.9203921106764927,0.9540895522774709
609988,HENRY,2016-2017,Good Standing,,Neighborhood,,0.24274343120291253,-0.6020721827803991
610029,LOZANO,2016-2017,Good Standing,,Neighborhood,,-1.0208539450291005,-0.08940125994603874
610101,OGDEN ES,2016-2017,Good Standing,,Neighborhood,,0.8725834810533815,0.3201287815742323
609737,VON STEUBEN HS,2016-2017,Good Standing,88.8,Magnet,73.4,5.778379737581865,0.36145576404120267
609738,LINCOLN PARK HS,2016-2017,Good Standing,87.7,Neighborhood,79.6,6.511178474277652,1.7334321967253723
610121,IRVING,2016-2017,Good Standing,,Neighborhood,,-0.55347021878248,0.7381305153591291
610263,DULLES,2016-2017,Intensive Support,,Neighborhood,,-0.2785467567051473,1.4427353944889463
609680,PAYTON HS,2016-2017,Good Standing,95.3,Selective enrollment,87.7,3.472594247774339,2.8287818363260264
610208,LAVIZZO,2016-2017,Good Standing,,Neighborhood,,-0.8805916033102211,0.8511536784178708
610125,RUIZ,2016-2017,Good Standing,,Neighborhood,,0.9428639368155843,-1.0412856064918388
610011,JAMIESON,2016-2017,Good Standing,,Neighborhood,,2.220247177384789,-0.29639875637139107
610366,WACKER,2016-2017,Good Standing,,Neighborhood,,-1.0906269845518801,0.7580337190120755
610130,PIRIE,2016-2017,Good Standing,,Neighborhood,,-1.1467507311979745,0.6741303060032199
610013,PILSEN,2016-2017,Provisional Support,,Neighborhood,,-0.6918185231097186,-0.23742135067873607
610237,BEETHOVEN,2016-2017,Intensive Support,,Neighborhood,,-0.9289196340531938,0.9122615414646307
610171,MIRELES,2016-2017,Provisional Support,,Neighborhood,,-0.19402276105639227,0.2947400144060583
610084,KELLER,2016-2017,Good Standing,,Regional gifted center,,-0.9725355501454922,0.3109537029674936
609873,CROWN,2016-2017,Intensive Support,,Neighborhood,,-1.2563101232601404,0.5716302806458787
