School_ID,Short_Name,Year,Rating_Status,Graduation_Rate_School,School_Type,College_Enrollment_Rate_School,Dimension_1,Dimension_2
610112,PARKER,2023-2024,Provisional Support,,,,-1.010549432377593,0.8795594353697156
610219,WASHINGTON G ES,2023-2024,Good Standing,,,,0.4000902815641439,-0.7256824170336845
610539,CAMRAS,2023-2024,Good Standing,,,,0.8693779225705281,-0.9547796517513822
609849,CASSELL,2023-2024,Good Standing,,,,-0.6023969853726617,0.04695978468326385
610109,OWEN,2023-2024,Good Standing,,,,-1.2145480038741137,0.7143077346238127
609972,HAUGAN,2023-2024,Good Standing,,,,1.833786937401415,-1.1819380189650528
610257,MORTON,2023-2024,Provisional Support,,,,-1.3120301056540702,0.42932649373389214
609827,BURNSIDE,2023-2024,Good Standing,,,,-1.1086561827603822,0.7337751494611474
610276,MOLLISON,2023-2024,Provisional Support,,,,-1.3023231953632999,0.6338674475466582
609806,BRADWELL,2023-2024,Good Standing,,,,-0.7858253338729949,0.9092143340300632
610355,COURTENAY,2023-2024,Good Standing,,,,-0.8540231919871468,0.1274844130287591
610100,WEST PARK,2023-2024,Intensive Support,,,,-0.3781597092798092,-0.317223251566342
610120,PECK,2023-2024,Good Standing,,,,0.9666908018603362,-1.076280644098702
609753,CHICAGO AGRICULTURE HS,2023-2024,Good Standing,82.7,,67.1,0.7684078583528613,1.5366690532922567
610362,EVERS,2023-2024,Good Standing,,,,-1.286849477745429,0.5337902704011368
609976,HAYT,2023-2024,Good Standing,,,,1.532335661235778,-0.07577070687768421
609725,MORGAN PARK HS,2023-2024,Good Standing,87.9,,59.8,1.1694845062503694,3.20483278234943
609867,COOPER,2023-2024,Good Standing,,,,-0.2694630408252218,-0.47780922612732796
609909,EVERETT,2023-2024,Good Standing,,,,-1.374099977125816,0.007651434906028437
609718,KENNEDY HS,2023-2024,Good Standing,80.9,,70.8,4.352364520409318,-0.9825084382787401
609792,BATEMAN,2023-2024,Good Standing,,,,1.446760499099373,-0.8365959986815488
609993,LARA,2023-2024,Good Standing,,,,-0.535724659507508,-0.3414919717459626
609908,ESMOND,2023-2024,Provisional Support,,,,-1.2572687749215092,0.6685781472969191
609839,CARROLL,2023-2024,Good Standing,,,,-0.7746947059184741,0.7633636036163263
610518,AUSTIN CCA HS,2023-2024,Intensive Support,68.0,,30.0,-2.566595489851069,-1.755090330352324
609710,HARLAN HS,2023-2024,Intensive Support,63.2,,30.6,-2.559988017255823,-1.935244966346813
610212,ALBANY PARK,2023-2024,Good Standing,,,,-0.8775994839556809,-0.18529994508669942
610131,PLAMONDON,2023-2024,Good Standing,,,,-1.4622110448858197,0.06645763746503501
610357,SPRY HS,2023-2024,Provisional Support,81.8,,66.7,-1.2016316066150805,0.8087230827215828
610165,SCHUBERT,2023-2024,Provisional Support,,,,0.16344100796713198,-0.7092347816198956
400068,PLATO,2023-2024,Provisional Support,,,,-1.4246921782240185,0.5443149513591018
610295,HIGGINS,2023-2024,Good Standing,,,,-1.0933597108346762,0.6483767982959133
610103,OKEEFFE,2023-2024,Intensive Support,,,,-0.7348638567863672,1.089955031626845
609924,FORT DEARBORN,2023-2024,Good Standing,,,,-1.0808420358868183,0.7695786620383764
609676,DUNBAR HS,2023-2024,Intensive Support,76.3,,38.9,-1.57220980738985,-0.32327584256630104
609981,HEARST,2023-2024,Good Standing,,,,-0.7809650420570706,0.004077368571906612
610177,SKINNER,2023-2024,Good Standing,,,,1.7642520937661055,0.6848841661694349
610143,REAVIS,2023-2024,Good Standing,,,,-1.194314919861435,0.7183453644130334
610167,SEWARD,2023-2024,Good Standing,,,,-0.21695808303079978,-0.5281116892111473
610155,SAUGANASH,2023-2024,Good Standing,,,,0.618876830633042,0.0008597506120924534
610147,ROGERS,2023-2024,Good Standing,,,,0.9038455094023949,0.04529316006119448
609939,GILLESPIE,2023-2024,Provisional Support,,,,-1.055972940942557,0.8558896214281989
610047,MADISON,2023-2024,Provisional Support,,,,-1.3362017409989022,0.5684080623827582
610216,WALSH,2023-2024,Good Standing,,,,-0.9203303002612849,-0.020675062017303042
610529,OGDEN HS,2023-2024,Good Standing,98.3,,81.5,1.0503204447636783,2.918565537837555
609829,BURROUGHS,2023-2024,Good Standing,,,,-0.5700943570701446,-0.3290845740854597
610590,BRONZEVILLE CLASSICAL,2023-2024,Good Standing,,,,-0.9498273695300857,0.8884833820126403
610048,MANIERRE,2023-2024,Intensive Support,,,,-1.1824592149991933,0.6291535698958237
610396,TARKINGTON,2023-2024,Good Standing,,,,1.2349389948842666,-0.727312441776693
609788,BARNARD,2023-2024,Good Standing,,,,-1.2101958365319228,0.6089832385363219
610542,WEST RIDGE,2023-2024,Good Standing,,,,0.9619736151412559,0.0662145142245553
610559,SHIELDS MIDDLE,2023-2024,Good Standing,,,,-0.2989665272438652,-0.48254908168799865
609720,LANE TECH HS,2023-2024,Good Standing,96.9,,89.5,14.939519306445614,1.2107322152917028
609873,CROWN,2023-2024,Provisional Support,,,,-1.5678774482807964,0.34202813197093707
610342,SABIN,2023-2024,Provisional Support,,,,-0.7412809815176494,-0.09662696800520178
610073,MITCHELL,2023-2024,Good Standing,,,,-0.4982184437393295,-0.002906586402654926
610172,SHERMAN,2023-2024,Good Standing,,,,-1.2084734911134516,0.4151040949972786
609907,ERICSON,2023-2024,Good Standing,,,,-1.0333601397471304,0.7987853604708437
609723,MARSHALL HS,2023-2024,Intensive Support,63.2,,38.6,-2.3900477200347328,-1.5287318664088896
610274,JOHNSON,2023-2024,Provisional Support,,,,-1.3362710209060393,0.5595070291374534
610098,NOBEL,2023-2024,Good Standing,,,,0.3643289802859967,-0.5713414760453639
609983,HEDGES,2023-2024,Provisional Support,,,,-0.0932854896051504,-0.6108595851057215
400091,CHICAGO TECH HS,2023-2024,Provisional Support,94.7,,31.1,-1.2391787598204695,0.2478793938943264
610385,MULTICULTURAL ARTS HS,2023-2024,Good Standing,55.3,,42.9,-1.8388372868777976,-2.36795937464175
609715,KELLY HS,2023-2024,Good Standing,72.8,,55.5,5.060535910731965,-2.6975147013324356
610287,ASHBURN,2023-2024,Good Standing,,,,-0.9312587300166812,0.5858422036470773
609729,SCHURZ HS,2023-2024,Intensive Support,79.9,,55.7,2.53302149770885,-1.3947339893345199
609800,BENNETT,2023-2024,Provisional Support,,,,-1.2648839532053349,0.7237559757714944
610039,VON LINNE,2023-2024,Good Standing,,,,0.4471677324118707,-0.5954101850484315
609964,HAMLINE,2023-2024,Provisional Support,,,,0.218402208105748,-0.6540939671324331
610197,TALCOTT,2023-2024,Good Standing,,,,-0.1447552237757716,-0.45672321031844176
609779,ARMSTRONG G,2023-2024,Good Standing,,,,3.061411361289856,0.17410452702912702
609862,COLES,2023-2024,Provisional Support,,,,-1.2531245966506983,0.6405130421981698
610513,AIR FORCE HS,2023-2024,Good Standing,82.0,,50.0,-1.5255191290355816,-0.0032390094984091292
609856,CLAY,2023-2024,Good Standing,,,,0.1828220140448179,-0.26519584388909406
610005,HUGHES C,2023-2024,Good Standing,,,,-1.3920985163928081,0.3839605506490777
610389,ORR HS,2023-2024,Intensive Support,49.3,,28.6,-2.8708688524940835,-3.0892035681582537
609949,GRAY,2023-2024,Good Standing,,,,1.8814456056897257,-1.2321585964482136
610548,STEM,2023-2024,Good Standing,,,,-0.3343200595071746,0.4228366157997898
609897,EARLE,2023-2024,Provisional Support,,,,-1.1664092545521778,0.5390384416361426
610254,DVORAK,2023-2024,Good Standing,,,,-1.055807763258777,0.5950334195091249
609975,HAY,2023-2024,Intensive Support,,,,-1.2077879403845277,0.4575404848528615
609870,CORKERY,2023-2024,Good Standing,,,,-0.3124376088902495,-0.32458899645176975
610194,SUMNER,2023-2024,Good Standing,,,,-1.2927361247540952,0.5566390814271049
609833,DAISY BATES,2023-2024,Good Standing,,,,-1.2537837257193172,0.5776344185532288
609692,SIMEON HS,2023-2024,Provisional Support,86.4,,48.3,0.6320953499150922,2.3429105765602554
610022,KILMER,2023-2024,Good Standing,,,,0.9858727996031229,-0.010259295759381632
610036,LEWIS,2023-2024,Good Standing,,,,-0.5336559190284575,0.2735577410437379
609803,BLAINE,2023-2024,Good Standing,,,,0.2490008700287208,0.020302471428213887
610002,HOYNE,2023-2024,Good Standing,,,,-1.2434620529313958,0.654342012570762
610077,MORRILL,2023-2024,Provisional Support,,,,-0.18292952171028357,-0.14207418886535056
610081,SHERIDAN,2023-2024,Good Standing,,,,0.6757723995604661,0.18693970705242208
610230,WILDWOOD,2023-2024,Good Standing,,,,-0.14050448997264592,0.0296117423281816
609722,MANLEY HS,2023-2024,Intensive Support,53.6,,23.5,-3.319161630403191,-3.1409969123401136
610060,CHICAGO WORLD LANGUAGE ACADEMY,2023-2024,Good Standing,,,,-0.36126205185215043,0.3199677691768047
610201,THORP O,2023-2024,Good Standing,,,,0.9054745114080278,-0.4631580437090684
609760,CARVER MILITARY HS,2023-2024,Good Standing,95.0,,50.8,-0.2425857954945435,0.7001717922234671
610515,DISNEY II ES,2023-2024,Good Standing,,,,-0.34937018342844656,-0.0570027971625042
609973,ZAPATA,2023-2024,Good Standing,,,,0.16533250866600857,-0.7344237296106267
609682,RICHARDS HS,2023-2024,Intensive Support,63.5,,40.0,-1.8788319868207493,-1.8433046784877731
610124,WASHINGTON H ES,2023-2024,Intensive Support,,,,-1.3060170634956179,0.5801876491551042
610339,STAGG,2023-2024,Good Standing,,,,-0.8645413240059531,0.8554795844281599
610010,JAHN,2023-2024,Provisional Support,,,,-0.866660298874102,0.044732138011706044
610196,SWIFT,2023-2024,Good Standing,,,,0.4665838828172385,0.10607640032092193
610380,WILLIAMS HS,2023-2024,Provisional Support,89.8,,75.0,-0.7926819449259708,2.0335196713929293
609844,CARTER,2023-2024,Good Standing,,,,-1.1142245379650502,0.6938282604226336
610504,THOMAS,2023-2024,Good Standing,,,,-1.3082433248951715,-0.006140650354380403
610279,TANNER,2023-2024,Provisional Support,,,,-1.2475423234848448,0.66059122727606
609912,FARNSWORTH,2023-2024,Good Standing,,,,0.2211335078085468,-0.19615090988441275
610524,ALCOTT HS,2023-2024,Good Standing,88.6,,76.4,0.41066494066574066,1.5693859758637463
609863,COLUMBUS,2023-2024,Good Standing,,,,-0.6829683666830747,0.03603793068831082
609943,OWENS,2023-2024,Intensive Support,,,,-1.07687827108601,0.7595893015861953
609748,YORK HS,2023-2024,Good Standing,,,,-1.3500528622447898,0.38171132283683545
610299,KING ES,2023-2024,Good Standing,,,,-1.179507814061512,0.5262432219338536
609874,DIRKSEN,2023-2024,Good Standing,,,,3.331023572669676,-0.07668988859293559
609810,BRIDGE,2023-2024,Good Standing,,,,2.1537306440902277,-0.8781976374678786
610329,OROZCO,2023-2024,Good Standing,,,,-0.7908166763760326,-0.2882029000981339
609780,MARINE LEADERSHIP AT AMES HS,2023-2024,Good Standing,94.5,,61.0,1.2285383493655642,0.2802358456408835
610589,SOR JUANA,2023-2024,Good Standing,,,,-0.19091545596970266,-0.5107479636723219
610054,MARSH,2023-2024,Good Standing,,,,0.3753418523550496,-0.603575122012346
609978,SMITH,2023-2024,Good Standing,,,,-0.9102244485212316,0.85895028114948
609746,KENWOOD HS,2023-2024,Good Standing,96.9,,67.0,3.9269500354964166,5.915927907532065
610565,EXCEL ENGLEWOOD HS,2023-2024,Good Standing,36.8,,11.0,-3.709679607371591,-4.630872152229341
610340,CHICAGO ACADEMY HS,2023-2024,Good Standing,93.9,,64.4,0.9787846286584754,0.7715854722181864
609941,RANDOLPH,2023-2024,Provisional Support,,,,-1.0907568564339296,0.5996202625642552
609917,FERNWOOD,2023-2024,Good Standing,,,,-1.1656779713441512,0.6431704853640948
609812,BROWN W,2023-2024,Provisional Support,,,,-1.1670116943470124,0.6842906394624102
609808,HALEY,2023-2024,Good Standing,,,,-0.6818237783895834,0.9712546581906967
610092,NASH,2023-2024,Intensive Support,,,,-1.2154992992563964,0.4688879898879156
610074,MONROE,2023-2024,Good Standing,,,,0.5749639655927286,-0.8347194143850131
610334,RABY HS,2023-2024,Intensive Support,73.8,,55.8,-1.6031488096187636,0.020840563035728187
609928,FULLER,2023-2024,Good Standing,,,,-1.0495166707296362,0.7172142786451683
610003,CUFFE,2023-2024,Good Standing,,,,-1.218061281059526,0.6432885642271016
609774,ALCOTT ES,2023-2024,Good Standing,,,,0.11309986265245381,0.1201137469244808
610065,TILL,2023-2024,Good Standing,,,,-1.0029791564646986,0.8030490652503197
610250,SALAZAR,2023-2024,Good Standing,,,,-0.5540356880025549,-0.2157443347788202
610234,YATES,2023-2024,Intensive Support,,,,-0.8437138996037188,-0.10812496661734312
610533,PRIETO,2023-2024,Good Standing,,,,1.0120654325667242,-1.03349827370466
610195,SUTHERLAND,2023-2024,Good Standing,,,,-0.25347153404098066,0.8583696986685411
610094,NETTELHORST,2023-2024,Good Standing,,,,0.32405498031446467,0.11928242291400405
609900,CURTIS,2023-2024,Intensive Support,,,,-1.0847995955862006,0.7358552850342973
609851,CHALMERS,2023-2024,Intensive Support,,,,-1.3069318108222596,0.5531164987301835
609809,BRENTANO,2023-2024,Good Standing,,,,0.6180069349597018,-0.3722328579489041
610544,AZUELA,2023-2024,Good Standing,,,,0.7374729055912528,-0.9900898049679184
610252,DETT,2023-2024,Intensive Support,,,,-1.1933627297638605,0.6022056985059081
609728,ROOSEVELT HS,2023-2024,Good Standing,78.0,,57.4,2.36213614119743,-1.1645115302172309
610242,BRENNEMANN,2023-2024,Good Standing,,,,-0.3820129331966235,0.31546114620644333
610368,HUGHES L,2023-2024,Intensive Support,,,,-0.89138818760898,0.9537617271051647
610016,KELLOGG,2023-2024,Good Standing,,,,-1.1638051036186092,0.6779375149986275
609789,BARRY,2023-2024,Good Standing,,,,-0.0661014077262892,-0.5560557941665314
610209,VOLTA,2023-2024,Good Standing,,,,1.3429801853855758,-0.5777829578445929
610083,BEARD,2023-2024,Good Standing,,,,-0.6107295639761782,-0.025680250339048038
609852,CHAPPELL,2023-2024,Good Standing,,,,0.14012068527514776,-0.14584245154713987
609783,JEFFERSON HS,2023-2024,Good Standing,1.3,,,-3.192713162003974,-4.401256360544928
610158,SAYRE,2023-2024,Good Standing,,,,-0.6236305183673387,0.14792272806783177
609995,HITCH,2023-2024,Good Standing,,,,-0.007186493205972144,-0.238075847678017
609930,FUNSTON,2023-2024,Good Standing,,,,-0.2161959274981996,-0.4724148985515388
610563,BACK OF THE YARDS HS,2023-2024,Good Standing,96.7,,79.7,3.31932623971887,0.8620203744993397
610152,RUGGLES,2023-2024,Provisional Support,,,,-1.0926087804202727,0.8004404307405665
610082,MOUNT GREENWOOD,2023-2024,Good Standing,,,,2.039155756883125,-0.07888652653690122
610096,NIGHTINGALE,2023-2024,Good Standing,,,,1.7721225182152538,-1.4496314578695966
609990,SOUTH LOOP,2023-2024,Good Standing,,,,0.5552705376230397,0.6611712766624959
610381,BRONZEVILLE HS,2023-2024,Intensive Support,80.8,,35.7,-2.2090569916926217,-0.7744318593807639
610304,PHOENIX MILITARY HS,2023-2024,Good Standing,91.9,,59.6,0.17270786479943268,0.5966953549198182
609996,HOLDEN,2023-2024,Good Standing,,,,-0.17392229874235293,-0.14573371961042647
610040,LLOYD,2023-2024,Good Standing,,,,1.1641355697124642,-1.1570446312870202
610225,WHISTLER,2023-2024,Good Standing,,,,-1.1618383691526808,0.6331106191652516
610386,PEACE AND EDUCATION HS,2023-2024,Good Standing,,,21.6,-2.3538247447434073,-1.89638699318644
609769,GRAHAM HS,2023-2024,Good Standing,,,,-0.869494954694938,0.08659259348907396
610244,CLARK HS,2023-2024,Provisional Support,82.9,,38.0,-1.4148512168969172,0.12297272727680889
610200,THORP J,2023-2024,Good Standing,,,,-0.9298939877290089,0.5700987372434365
609793,NICHOLSON,2023-2024,Provisional Support,,,,-0.8097938915436387,0.9679210166404703
609815,BOUCHET,2023-2024,Good Standing,,,,-0.26968677946740593,1.392716019592879
609884,DEVER,2023-2024,Good Standing,,,,0.8261143948089615,-0.5800669405950595
610588,RICHARDSON,2023-2024,Good Standing,,,,1.5036919430370235,-1.2931570108406072
609919,FISKE,2023-2024,Good Standing,,,,-0.9356706072595518,0.9053082881168102
609944,GRISSOM,2023-2024,Good Standing,,,,-0.7535420517254288,-0.16109325644654596
609691,NORTH-GRAND HS,2023-2024,Good Standing,86.0,,55.8,2.129226337346928,-0.5390468756040648
609891,DOOLITTLE,2023-2024,Intensive Support,,,,-1.2617891188025891,0.6899179464031138
609739,WASHINGTON HS,2023-2024,Good Standing,81.0,,58.7,3.7684790663917456,-1.6472341427094401
610561,CRANE MEDICAL HS,2023-2024,Good Standing,86.1,,75.5,-0.2702020256286304,2.089252915145665
609796,BEAUBIEN,2023-2024,Good Standing,,,,1.9394119964769432,-0.36037365948201366
610215,MADERO,2023-2024,Good Standing,,,,-0.8014374338452247,-0.28817439646780935
610271,JENSEN,2023-2024,Good Standing,,,,-1.142739097083102,0.661969581299678
609988,HENRY,2023-2024,Good Standing,,,,-0.16436053989597388,-0.4646693097250958
610091,BROWN R,2023-2024,Good Standing,,,,-1.1005264792646337,0.7416480249627581
609864,COOK,2023-2024,Provisional Support,,,,-1.2324940189863214,0.7084074891671185
610041,LOCKE J,2023-2024,Good Standing,,,,2.3591775030826407,-1.3959445606818406
609954,GREGORY,2023-2024,Good Standing,,,,-1.1879763408114998,0.6005860749079973
610532,HERNANDEZ,2023-2024,Good Standing,,,,1.1156195002790896,-1.1168005695259413
610218,WARREN,2023-2024,Good Standing,,,,-1.1166085164164914,0.7264303184211353
610116,PARKSIDE,2023-2024,Provisional Support,,,,-1.290887886217411,0.6651188709615553
609895,TURNER-DREW,2023-2024,Good Standing,,,,-1.3143950863385243,0.5419816133079268
610104,ONAHAN,2023-2024,Good Standing,,,,0.4536672791557304,-0.1846337264598398
609850,GREELEY,2023-2024,Good Standing,,,,-0.42107044781749076,-0.14101975309280718
610076,MOOS,2023-2024,Good Standing,,,,-0.21256877326605966,-0.26062097504833315
609950,ORTIZ DE DOMINGUEZ,2023-2024,Good Standing,,,,-0.35264461722211304,-0.5047997855038248
610011,JAMIESON,2023-2024,Good Standing,,,,1.5732683627435458,-0.16346260733150522
610137,PRUSSING,2023-2024,Good Standing,,,,0.7777835121155712,-0.42700485727678217
610392,WORLD LANGUAGE HS,2023-2024,Good Standing,86.3,,79.1,0.3902652621453715,1.3332010901975344
610594,PATHWAYS - HUMBOLDT PARK HS,2023-2024,Good Standing,,,10.0,-2.6728485245650435,-2.521437982390891
610139,PULLMAN,2023-2024,Provisional Support,,,,-1.1354111379960254,0.6249274546499352
610110,WELLS ES,2023-2024,Good Standing,,,,-1.0381281248126888,0.790114232247284
609762,JULIAN HS,2023-2024,Intensive Support,80.7,,42.6,-1.1910806624685217,0.3576185947702675
610239,DALEY,2023-2024,Good Standing,,,,0.07337640090256248,-0.5130939121924646
610053,MARQUETTE,2023-2024,Good Standing,,,,1.531941465991256,-0.3395639099368196
610146,REVERE,2023-2024,Provisional Support,,,,-1.442160453001461,0.574275999735565
610056,MASON,2023-2024,Provisional Support,,,,-1.2579180111094113,0.6373641385487638
610198,TAYLOR,2023-2024,Provisional Support,,,,-0.6738473597563053,-0.21002378442182829
609885,DEWEY,2023-2024,Good Standing,,,,-1.1242391487918804,0.5901337768582751
609853,CHASE,2023-2024,Good Standing,,,,-0.47430057624871885,-0.20117355784345692
609798,BELDING,2023-2024,Good Standing,,,,0.20283450642472434,-0.16701956895796846
610121,IRVING,2023-2024,Good Standing,,,,-1.0687247850815702,0.558991616007094
609866,COONLEY,2023-2024,Good Standing,,,,0.7309525764825391,-0.021200899706263123
609772,ADDAMS,2023-2024,Good Standing,,,,0.12300141816968158,-0.6572731076900199
609773,TUBMAN,2023-2024,Good Standing,,,,-0.9125183252433907,0.13139494515940323
609848,ALDRIDGE,2023-2024,Intensive Support,,,,-1.2972318020852887,0.503031828333345
609966,HAMMOND,2023-2024,Good Standing,,,,-0.9350591045588398,-0.15214146958512625
609732,STEINMETZ HS,2023-2024,Provisional Support,79.5,,53.0,2.151100131324598,-1.1466267582657315
609925,KELLMAN,2023-2024,Intensive Support,,,,-1.410042098032747,0.527687883643319
609902,METCALFE,2023-2024,Provisional Support,,,,-1.121125376118556,0.7571724261589704
610136,PRESCOTT,2023-2024,Good Standing,,,,-0.3828176839729982,0.08020364498630149
609901,EDGEBROOK,2023-2024,Good Standing,,,,-0.1262459615336181,0.007776394840212086
610237,BEETHOVEN,2023-2024,Intensive Support,,,,-1.1066487983089899,0.6666928433414603
610313,DE DIEGO,2023-2024,Provisional Support,,,,-0.1884477828597321,-0.23595102185546366
609967,FINKL,2023-2024,Provisional Support,,,,-1.1033612341465988,-0.05701883708747538
609859,CLINTON,2023-2024,Good Standing,,,,3.044399691372547,0.026959953905975494
610251,CATHER,2023-2024,Good Standing,,,,-0.9731493070888952,0.759295980783566
610108,OTOOLE,2023-2024,Good Standing,,,,-0.9949919721814717,0.4068806078518258
609969,HARTE,2023-2024,Good Standing,,,,-0.978691568581618,0.6986811217081393
609790,BARTON,2023-2024,Provisional Support,,,,-0.8723911454226942,0.807702246432802
610126,PERSHING,2023-2024,Good Standing,,,,-0.8592528376888154,0.9437316479660097
609887,DIXON,2023-2024,Good Standing,,,,-0.7299352807238404,1.1127255210837723
610354,NORTH RIVER,2023-2024,Good Standing,,,,-0.7682229719818996,-0.22723232697735163
610391,LINDBLOM HS,2023-2024,Good Standing,93.0,,84.5,2.5602147607759127,4.104346265433956
610305,LELAND,2023-2024,Intensive Support,,,,-1.1970715528582718,0.6954061011456364
610144,REILLY,2023-2024,Good Standing,,,,0.11589993555995265,-0.6448726687756043
610089,MURPHY,2023-2024,Good Standing,,,,-0.07460685004863526,-0.29998121028044594
610353,CALMECA,2023-2024,Good Standing,,,,0.5336852018023128,-0.8693274737062123
609761,CORLISS HS,2023-2024,Intensive Support,62.3,,45.1,-1.958543497099241,-1.0184092303810415
610030,KOZMINSKI,2023-2024,Provisional Support,,,,-1.2079331065750656,0.5951064161468465
610383,SOCIAL JUSTICE HS,2023-2024,Good Standing,85.5,,49.1,-0.7606345114628424,-0.20545547582098572
609991,HERZL,2023-2024,Good Standing,,,,-0.7564873027153965,0.9405659882899672
610231,NATIONAL TEACHERS,2023-2024,Good Standing,,,,0.07239667966093725,1.3027282507851508
609741,HUBBARD HS,2023-2024,Good Standing,80.9,,60.0,4.7490718855821825,-2.1920744221586648
609845,CARVER G,2023-2024,Intensive Support,,,,-0.8014143093363308,1.109804833390178
610293,MELODY,2023-2024,Good Standing,,,,-0.9912421915436131,0.6966750635679142
610206,TWAIN,2023-2024,Good Standing,,,,1.380413882892265,-1.1483447935488849
610384,INFINITY HS,2023-2024,Good Standing,92.9,,56.3,0.20907627373513799,0.28220079187178065
609903,EDWARDS,2023-2024,Good Standing,,,,2.612122093716749,-1.7688255036699039
609695,AMUNDSEN HS,2023-2024,Good Standing,86.6,,68.0,4.026041494614609,0.4736768964374463
610366,WACKER,2023-2024,Good Standing,,,,-1.267576852851965,0.5900698746817254
610229,PRITZKER,2023-2024,Good Standing,,,,0.16549271173276425,0.19882568904644418
609959,HAINES,2023-2024,Good Standing,,,,0.9437535639074308,0.3074177946689136
609842,CARSON,2023-2024,Good Standing,,,,0.9958405062304418,-1.0512613868749396
610019,KERSHAW,2023-2024,Good Standing,,,,-1.265022931736061,0.5654677484714975
610059,MAYER,2023-2024,Good Standing,,,,0.4388788914306146,0.17794366925313643
400022,CHIARTS HS,2023-2024,Good Standing,86.3,,73.4,0.7622343407431146,1.6041996762025408
609724,MATHER HS,2023-2024,Good Standing,83.8,,72.5,5.631952337180732,0.40401294639845475
610159,SCAMMON,2023-2024,Good Standing,,,,0.6258855597719923,-0.7769632503084387
610220,WATERS,2023-2024,Good Standing,,,,0.387958400421949,-0.0833979076398204
610066,MCDADE,2023-2024,Good Standing,,,,-1.3471530259907072,0.5844744011845061
609754,CHICAGO MILITARY HS,2023-2024,Good Standing,89.2,,50.6,-1.0788395506284676,0.5538300167251549
609726,BROOKS HS,2023-2024,Good Standing,89.6,,80.4,1.473612963240321,3.5627542256000235
400147,CHICAGO EXCEL HS,2023-2024,Good Standing,33.3,,16.4,-3.5949200104020598,-4.487287690655893
609985,HEFFERAN,2023-2024,Provisional Support,,,,-1.4198931421408787,0.497077257785125
609871,VICK,2023-2024,Good Standing,,,,-0.5729479688404742,0.09462623137600228
610090,MURRAY,2023-2024,Good Standing,,,,-0.7860881529391537,1.0174768360796922
609820,BURLEY,2023-2024,Good Standing,,,,-0.05791653751601249,0.05992082134694526
609813,BROWNELL,2023-2024,Good Standing,,,,-1.4564364944091817,0.4004963006717564
609735,TILDEN HS,2023-2024,Intensive Support,59.3,,40.5,-2.1236979285351083,-1.9672526757145474
609942,GOETHE,2023-2024,Good Standing,,,,0.5952978586762349,-0.5126792203614202
400175,EXCEL SOUTH SHORE HS,2023-2024,Provisional Support,41.2,,8.7,-3.8817980231850973,-4.607695193738757
610317,BRIGHTON PARK,2023-2024,Good Standing,,,,-0.6840536285843395,-0.3129032236152658
609799,BELL,2023-2024,Good Standing,,,,1.060795544471964,-0.031073827386018656
609727,PHILLIPS HS,2023-2024,Intensive Support,74.9,,57.8,-0.9845259550842049,0.7046430287716401
610520,LASALLE II,2023-2024,Good Standing,,,,-0.03345515682603594,0.026999634047242583
609821,BURNHAM,2023-2024,Provisional Support,,,,-0.8773217591327768,0.9937342625145027
610248,CHICAGO ACADEMY ES,2023-2024,Good Standing,,,,0.18244297519354047,-0.51817774218719
610499,COLLINS HS,2023-2024,Intensive Support,60.7,,63.4,-1.50117233289123,-0.16364527574642657
